AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,number of parameter,"number of parameter without *args, **kargs",lineno,NBC,class
1,1,1,1,6,0,6,0,2,1,0,0,2,2,2,5,15,1,14,7,11,0,12,7,9,1,1,1,1,2,0,0,2,2,2,2,0,0,1002,2,0
1,1,1,1,9,0,7,0,2,6,3,1,16,6,16,45,167,30,123,49,106,15,112,48,95,5,5,6,3,2,2,0.12,30,30,31,18,0,0,1570,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2,0
1,1,1,1,2,0,2,0,2,0,0,2,1,0,1,1,3,0,3,2,1,0,3,2,1,1,1,1,1,1,0,0,1,1,1,1,0,0,14,2,0
1,1,1,1,6,0,5,0,2,2,0,0,2,3,2,5,14,2,12,7,9,0,12,7,9,2,2,2,1,2,1,0,3,3,3,2,0,0,9,2,0
1,1,1,1,8,1,5,2,2,2,2,0,12,5,12,178,133,32,64,29,51,38,61,29,48,4,4,5,1,3,2,0.59,19,19,20,12,0,0,206,2,0
3,3,3,1,18,3,11,4,2,1,0,0,9,4,9,190,210,50,115,36,105,50,95,35,85,16,16,16,4,5,2,0.43,32,32,32,14,0,0,639,2,0
1,1,1,1,3,0,3,0,2,1,0,0,3,0,3,22,13,2,11,5,7,0,11,5,7,1,1,1,1,4,0,0,3,3,3,3,0,0,85,2,0
1,1,1,1,3,0,3,0,2,1,0,0,3,1,3,22,13,2,11,6,7,1,11,5,7,1,1,1,1,4,0,0.09,3,3,3,3,0,0,115,2,0
1,1,1,1,7,0,6,1,2,0,0,0,3,0,3,102,63,8,50,17,45,9,23,16,19,2,2,2,1,3,1,0.18,5,5,5,3,0,0,10,2,0
1,1,1,1,2,0,2,0,2,0,0,0,1,0,2,18,24,3,18,16,12,3,16,14,12,1,1,1,1,2,0,0.17,2,2,2,2,0,0,48,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,4,0,4,4,3,0,4,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,2,0
2,2,2,1,12,0,8,3,2,12,5,1,19,37,19,119,308,33,206,93,185,71,150,91,130,7,7,10,6,3,3,0.34,38,38,42,28,0,0,48,2,0
2,2,2,1,5,0,5,0,2,1,1,0,1,0,1,17,21,2,16,13,11,3,15,12,11,2,2,2,1,2,1,0.19,2,2,2,1,0,0,49,2,0
2,2,2,1,12,0,6,4,2,6,2,7,18,9,18,81,250,38,126,39,106,87,107,38,88,7,7,8,6,3,3,0.69,42,42,49,25,0,0,68,2,0
1,1,1,1,2,0,2,0,2,0,0,0,1,0,1,64,7,2,4,3,2,1,4,3,2,1,1,1,1,3,0,0.25,1,1,1,1,0,0,367,2,0
4,4,4,1,12,0,11,2,2,6,3,0,2,1,2,62,30,2,25,11,22,5,22,11,19,6,6,7,1,6,3,0.2,8,8,9,2,0,0,218,2,0
2,2,2,1,5,0,5,0,2,1,0,0,1,1,1,60,8,1,7,5,5,0,7,5,5,2,2,2,1,5,1,0,2,2,2,1,0,0,328,2,0
3,3,3,3,18,0,17,1,2,2,0,0,1,0,1,60,19,0,18,4,16,1,10,4,8,3,3,3,3,5,1,0.06,3,3,3,3,0,0,358,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,8,0,2,2,1,6,2,2,1,0,0,0,0,4,0,3,0,0,0,0,0,0,21,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,11,0,2,2,1,9,2,2,1,0,0,0,0,4,0,4.5,0,0,0,0,0,0,12,2,0
2,2,2,1,9,0,6,2,2,9,3,1,14,1,14,123,154,23,97,42,76,37,82,36,67,12,12,13,8,3,3,0.38,31,31,32,21,0,0,12,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,41,6,0,2,1,1,4,2,1,1,0,0,0,0,4,0,2,0,0,0,0,0,0,384,2,0
2,2,2,1,12,0,9,2,2,0,0,0,2,2,2,4,27,2,20,6,17,5,17,6,14,4,4,4,1,1,2,0.25,5,5,5,2,0,0,163,2,0
1,1,1,1,4,0,4,0,2,1,0,0,3,1,3,3,20,4,14,6,10,2,13,6,9,2,2,2,1,1,1,0.14,5,5,5,3,0,0,65,2,0
3,3,3,1,15,2,11,3,2,4,1,1,5,5,5,5,85,15,56,16,50,16,47,16,41,9,9,9,3,1,2,0.29,19,19,19,7,0,0,95,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,16,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,20,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,24,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,52,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,60,2,0
2,2,2,1,5,0,4,1,2,1,0,1,1,0,1,39,6,0,5,2,3,1,5,2,3,2,2,2,1,4,1,0.2,2,2,2,1,0,0,383,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,2,0,2,1,1,0,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,117,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,2,0,2,1,1,0,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,125,2,0
2,2,3,1,11,0,9,1,2,7,2,1,11,3,11,76,141,16,114,29,101,11,83,27,71,7,7,8,6,3,2,0.1,31,31,36,20,0,0,1163,2,0
1,1,1,1,4,0,3,0,2,2,1,2,13,1,13,47,70,14,48,20,34,8,40,20,26,3,3,4,1,2,1,0.17,18,18,19,13,0,0,76,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,3,0,3,3,2,0,3,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,784,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,17,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,1,1,3,2,1,1,0,0,0,0,2,0,1.5,0,0,0,0,0,0,22,2,0
2,2,2,2,11,0,7,4,2,2,1,0,2,0,2,3,31,2,16,7,13,13,14,7,11,3,3,3,3,2,1,0.81,5,5,5,4,0,0,46,2,0
2,2,2,1,10,0,6,4,2,2,1,0,2,0,2,3,29,2,14,7,11,13,13,7,10,2,2,2,1,2,1,0.93,4,4,4,2,0,0,79,2,0
1,1,1,1,17,2,10,4,2,0,0,1,2,0,2,35,43,7,24,13,21,12,17,13,14,2,2,2,1,4,1,0.5,3,3,3,2,0,0,440,2,0
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,43,5,0,2,2,1,3,2,2,1,0,0,0,0,5,0,1.5,0,0,0,0,0,0,526,2,0
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,50,5,0,2,2,1,3,2,2,1,0,0,0,0,5,0,1.5,0,0,0,0,0,0,613,2,0
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,40,6,0,2,2,1,4,2,2,1,0,0,0,0,5,0,2,0,0,0,0,0,0,676,2,0
0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,16,7,1,1,1,0,5,1,1,0,0,0,0,0,4,0,5,0,0,0,0,0,0,177,2,0
0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,18,4,0,1,1,0,3,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,231,2,0
1,1,1,1,3,0,3,0,2,1,0,1,2,1,2,30,13,2,7,4,4,4,7,4,4,1,1,1,1,4,0,0.57,2,2,2,2,0,0,243,2,0
1,1,1,1,3,0,3,0,2,1,0,1,2,1,2,30,13,2,7,4,4,4,7,4,4,1,1,1,1,4,0,0.57,2,2,2,2,0,0,266,2,0
0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,16,6,1,1,1,0,4,1,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,327,2,0
4,4,5,3,18,1,14,3,2,1,1,1,1,1,1,17,22,1,15,6,13,6,12,6,10,4,4,5,3,3,2,0.4,4,4,5,3,0,0,154,2,0
0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,20,5,0,1,1,0,4,1,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,207,2,0
1,1,1,1,6,0,5,0,2,0,0,0,11,0,11,12,82,11,66,22,54,5,45,22,33,1,1,1,1,2,1,0.08,11,11,11,11,0,0,56,2,0
1,1,1,1,16,1,12,3,2,2,2,0,7,1,7,8,129,16,88,23,80,25,54,23,46,1,1,1,1,2,1,0.28,7,7,7,7,0,0,216,2,0
1,1,1,1,6,0,6,0,1,6,6,0,4,0,4,5,30,4,26,15,21,0,26,15,21,1,1,1,1,2,0,0,4,4,4,4,0,0,367,2,0
1,1,1,1,12,1,10,1,2,0,0,0,15,0,15,64,212,31,160,83,144,23,151,79,135,2,2,2,1,4,2,0.14,17,17,17,15,0,0,1771,2,0
1,1,1,1,2,0,2,0,1,0,0,0,2,0,2,3,8,2,6,4,3,0,6,4,3,1,1,1,1,2,0,0,2,2,2,2,0,0,209,2,0
1,1,1,1,15,0,14,1,1,4,3,0,2,0,3,4,51,3,45,8,40,3,16,7,12,1,1,1,1,2,0,0.07,3,3,3,3,0,0,381,2,0
3,3,3,1,51,11,24,16,2,3,1,2,1,0,1,55,55,12,27,13,25,16,24,13,22,3,3,3,1,6,1,0.59,3,3,3,1,0,0,779,2,0
1,1,1,1,24,3,17,4,2,2,1,2,3,0,3,57,78,13,55,10,51,14,49,10,45,1,1,1,1,6,0,0.25,3,3,3,3,0,0,1102,2,0
1,1,1,1,11,0,11,0,1,1,1,0,1,2,1,10,17,1,13,5,11,3,5,5,3,1,1,1,1,2,0,0.23,1,1,1,1,0,0,199,2,0
1,1,1,1,11,0,11,0,1,2,1,0,1,2,1,10,22,3,13,5,11,6,5,5,3,1,1,1,1,2,0,0.46,1,1,1,1,0,0,253,2,0
1,1,1,1,10,1,8,0,1,8,8,0,8,0,8,9,107,20,80,33,64,7,57,33,41,2,2,2,1,2,1,0.09,11,11,11,10,0,0,132,2,0
1,1,1,1,9,0,9,0,1,2,2,0,2,0,2,3,22,2,19,9,16,1,12,9,9,1,1,1,1,2,0,0.05,2,2,2,2,0,0,242,2,0
1,1,1,1,9,0,8,0,1,3,2,0,4,0,4,5,43,4,36,15,31,3,21,15,16,1,1,1,1,2,0,0.08,4,4,4,4,0,0,267,2,0
1,1,1,1,12,0,9,2,1,5,4,0,11,0,12,13,160,14,112,44,94,34,99,41,84,1,1,1,1,2,0,0.3,13,13,13,13,0,0,389,2,0
2,2,3,1,10,1,8,1,2,2,0,2,3,1,3,3,38,7,26,8,22,6,23,8,19,4,4,4,1,1,3,0.23,8,8,9,3,0,0,15,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,9,2,0
1,1,1,1,9,1,7,1,1,2,1,0,4,0,4,51,51,9,37,16,25,5,30,9,25,1,1,1,1,2,0,0.14,4,4,4,4,0,0,1050,2,0
1,1,1,1,5,0,5,0,1,1,0,0,5,2,5,52,38,5,26,10,20,7,24,9,18,2,2,2,1,2,1,0.27,6,6,6,5,0,0,1191,2,0
1,1,1,1,18,2,16,0,2,3,3,0,2,0,2,31,38,5,33,13,26,0,15,13,8,1,1,1,1,2,0,0,2,2,2,2,0,0,8,2,0
1,1,1,1,6,0,5,0,1,5,4,0,18,0,19,20,140,18,105,35,84,17,88,34,68,1,1,1,1,2,1,0.16,19,19,19,19,0,0,25,2,0
1,1,1,1,11,0,8,2,1,5,5,0,5,0,5,6,61,4,45,20,39,12,44,20,38,1,1,1,1,2,1,0.27,5,5,5,5,0,0,207,2,0
1,1,1,1,30,4,20,6,2,2,2,0,1,0,1,38,40,6,28,5,25,6,12,3,10,1,1,1,1,3,1,0.21,1,1,1,1,0,0,414,2,0
1,1,1,1,7,0,5,1,1,1,1,0,6,0,6,7,50,8,36,15,29,6,24,15,17,1,1,1,1,2,0,0.17,6,6,6,6,0,0,115,2,0
1,1,1,1,6,0,5,1,1,2,2,0,6,0,6,7,47,7,34,14,27,6,28,14,21,1,1,1,1,2,0,0.18,6,6,6,6,0,0,40,2,0
1,1,1,1,5,0,4,1,1,1,1,0,5,0,5,6,35,6,24,12,18,5,18,12,12,1,1,1,1,2,0,0.21,5,5,5,5,0,0,104,2,0
1,1,1,1,26,2,21,3,1,3,3,0,1,0,1,2,27,2,22,5,19,3,15,5,12,1,1,1,1,2,0,0.14,1,1,1,1,0,0,238,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,1,0,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1555,2,0
1,1,1,1,11,1,8,1,1,12,11,0,9,1,9,10,142,27,97,68,78,18,97,68,78,1,1,1,1,2,0,0.19,12,12,12,12,0,0,146,2,0
1,1,1,1,5,0,5,0,1,7,3,0,16,0,16,17,114,17,92,31,72,5,89,30,72,1,1,1,1,2,1,0.05,16,16,16,16,0,0,40,2,0
1,1,1,1,11,0,8,1,1,7,2,0,10,1,10,11,123,19,89,29,76,15,83,28,72,2,2,2,1,2,1,0.17,11,11,11,10,0,0,261,2,0
1,1,1,1,10,0,8,1,1,6,2,0,10,0,10,11,114,19,83,29,70,12,79,28,68,1,1,1,1,2,0,0.14,10,10,10,10,0,0,483,2,0
1,1,1,1,3,0,2,1,2,0,0,0,1,1,1,7,6,1,3,3,1,2,3,3,1,1,1,1,1,2,0,0.67,1,1,1,1,0,0,100,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,38,2,0,2,1,1,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,187,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,44,2,0,2,1,1,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,195,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,51,2,0,2,1,1,0,2,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,203,2,0
0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,40,2,0,2,1,1,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,207,2,0
1,1,1,1,2,0,2,0,2,0,0,0,1,1,1,7,8,1,7,4,5,0,4,4,2,1,1,1,1,2,0,0,1,1,1,1,0,0,224,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,3,0,3,3,2,0,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,250,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,39,2,0,2,1,1,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,268,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,45,2,0,2,1,1,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,276,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52,2,0,2,1,1,0,2,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,284,2,0
2,2,2,1,15,0,11,3,2,7,6,0,29,0,29,30,467,57,335,141,305,94,335,141,305,6,6,6,1,2,3,0.28,64,64,64,29,0,0,23,2,0
1,1,1,1,13,0,7,5,1,13,13,0,6,0,6,9,86,6,47,27,40,33,47,27,40,3,3,3,1,2,2,0.7,10,10,10,6,0,0,319,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,1,1,2,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,436,2,0
1,1,1,1,19,0,19,0,1,3,3,0,3,1,3,32,64,5,59,25,52,1,32,24,26,2,2,2,1,3,1,0.02,4,4,4,3,0,0,219,2,0
1,1,1,1,19,0,18,0,1,1,1,0,2,1,2,31,42,3,39,15,34,1,19,14,15,1,1,1,1,3,0,0.03,2,2,2,2,0,0,552,2,0
1,1,1,1,13,0,9,2,2,10,8,0,27,0,27,55,391,47,271,99,239,73,228,95,200,1,1,1,1,2,1,0.27,27,27,27,27,0,0,53,2,0
1,1,1,1,9,0,7,1,2,4,2,4,22,2,22,23,253,31,189,66,158,33,167,58,142,2,2,2,1,2,1,0.17,26,26,26,24,0,0,470,2,0
1,1,1,1,4,0,3,0,2,4,3,0,5,0,5,55,28,5,19,10,13,4,19,10,13,1,1,1,1,3,1,0.21,5,5,5,5,0,0,725,2,0
1,1,1,1,6,0,5,0,2,2,0,0,5,2,5,55,37,5,29,13,23,3,23,13,17,1,1,1,1,3,0,0.1,5,5,5,5,0,0,812,2,0
1,1,1,1,5,0,4,0,2,5,3,0,27,0,27,79,195,35,148,80,97,12,121,60,90,4,4,4,3,3,3,0.08,32,32,32,31,0,0,937,2,0
1,1,1,1,2,0,2,0,2,0,0,0,1,0,1,49,5,1,4,3,2,0,4,3,2,1,1,1,1,3,0,0,1,1,1,1,0,0,87,2,0
1,1,1,1,10,1,6,2,2,5,1,0,14,1,14,70,165,34,96,56,81,35,92,56,77,2,2,2,1,2,1,0.36,16,16,16,14,0,0,12,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,4,0,4,4,3,0,4,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,67,2,0
1,1,1,1,14,1,8,5,1,1,1,0,5,0,5,8,84,12,42,18,35,30,42,18,35,1,1,1,1,2,0,0.71,5,5,5,5,0,0,98,2,0
1,1,1,1,18,1,13,3,1,0,0,0,5,1,5,8,102,12,69,12,63,21,68,12,62,1,1,1,1,2,0,0.3,5,5,5,5,0,0,338,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,1,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,448,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,53,2,0,1,1,0,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,393,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,49,2,0,2,1,1,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,180,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,49,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,68,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,49,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,72,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,48,2,0,2,1,1,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,137,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,49,3,0,3,3,1,0,3,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,137,2,0
2,2,2,1,7,0,6,0,1,1,0,0,0,0,4,19,58,4,52,22,43,2,31,18,26,4,4,4,1,2,3,0.04,9,9,9,4,0,0,307,2,0
1,1,1,1,18,0,15,2,1,3,1,0,7,0,10,25,225,11,190,42,176,24,66,39,55,3,3,3,1,2,2,0.13,18,18,18,10,0,0,388,2,0
2,2,3,1,9,0,8,1,1,2,0,0,0,0,3,18,68,5,60,18,53,3,28,15,24,4,4,5,1,2,3,0.05,8,8,9,3,0,0,709,2,0
1,1,1,1,14,2,7,4,1,1,1,1,4,0,4,34,64,13,33,12,27,18,32,11,27,1,1,1,1,2,0,0.55,4,4,4,4,0,0,320,2,0
1,1,1,1,8,0,5,2,1,3,2,0,6,2,6,36,68,12,41,17,30,15,35,14,27,2,2,2,1,2,1,0.37,8,8,8,7,0,0,421,2,0
1,1,1,1,6,0,2,3,1,2,1,0,4,0,4,34,33,6,14,7,8,13,13,6,8,1,1,1,1,2,0,0.93,4,4,4,4,0,0,648,2,0
0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,37,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,127,2,0
1,1,1,1,6,0,3,3,2,0,0,0,2,0,2,45,17,1,7,3,4,9,7,3,4,1,1,1,1,4,0,1.29,2,2,2,2,0,0,272,2,0
1,1,1,1,6,0,3,2,2,1,0,0,2,0,2,45,18,2,8,3,5,8,7,3,4,1,1,1,1,4,0,1,2,2,2,2,0,0,309,2,0
1,1,1,1,2,0,2,0,2,1,0,0,1,0,1,39,6,0,3,2,1,3,3,2,1,1,1,1,1,4,0,1,1,1,1,1,0,0,338,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,42,4,0,1,1,0,3,1,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,797,2,0
1,1,1,1,6,0,6,0,2,2,1,0,1,3,1,36,10,0,7,6,5,3,7,6,5,1,1,1,1,3,0,0.43,1,1,1,1,0,0,825,2,0
1,1,1,1,6,0,6,0,2,2,1,0,1,3,1,36,10,0,7,6,5,3,7,6,5,1,1,1,1,3,0,0.43,1,1,1,1,0,0,837,2,0
1,1,1,1,7,0,7,0,2,3,2,0,1,3,1,36,11,0,8,6,6,3,7,6,5,1,1,1,1,3,0,0.38,1,1,1,1,0,0,849,2,0
1,1,1,1,5,0,5,0,2,2,1,0,6,2,6,43,57,7,49,29,35,1,35,22,28,1,1,1,1,3,0,0.02,6,6,6,6,0,0,927,2,0
3,3,3,1,24,3,19,1,1,2,0,0,4,0,4,5,102,18,79,16,74,5,61,10,56,5,5,5,1,2,1,0.06,13,13,13,4,0,0,220,2,0
1,1,1,1,15,3,6,6,1,0,0,0,1,0,1,2,17,4,7,5,5,6,7,5,5,1,1,1,1,2,0,0.86,1,1,1,1,0,0,844,2,0
1,1,1,1,9,1,6,2,1,0,0,0,1,0,1,2,11,2,7,4,5,2,7,4,5,1,1,1,1,2,0,0.29,1,1,1,1,0,0,865,2,0
3,3,3,1,20,3,14,3,1,1,1,0,1,0,1,2,22,4,15,3,13,3,15,3,13,3,3,3,1,2,1,0.2,3,3,3,1,0,0,911,2,0
1,1,1,1,12,0,10,2,1,2,1,0,5,0,5,6,70,8,52,16,45,10,41,13,35,2,2,2,1,2,1,0.19,7,7,7,5,0,0,979,2,0
1,1,1,1,8,0,7,0,1,2,2,0,9,0,9,10,131,23,95,27,75,13,91,23,75,1,1,1,1,2,0,0.14,15,15,15,15,0,0,1053,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,0,2,2,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,63,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,0,2,2,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,67,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,0,2,2,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,71,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,0,2,2,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,75,2,0
1,1,1,1,6,0,5,1,2,5,4,0,16,0,16,45,143,19,101,55,69,23,70,39,53,3,3,3,1,2,2,0.23,19,19,19,16,0,0,51,2,0
1,1,1,1,10,0,10,0,1,1,0,0,2,1,2,8,23,2,21,11,13,0,11,6,8,2,2,2,1,3,1,0,3,3,3,2,0,0,1028,1,0
4,4,4,1,26,3,17,5,2,14,4,0,29,10,29,50,827,131,517,171,468,179,428,159,391,21,21,21,12,2,6,0.35,142,142,152,65,0,0,1549,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,39,2,0
1,1,1,1,11,1,9,0,3,5,1,11,22,1,22,37,355,55,292,63,268,8,213,62,190,5,5,5,1,2,3,0.03,39,39,39,22,0,0,360,3,1
1,1,1,1,6,0,5,0,3,2,1,0,4,0,4,49,41,7,34,12,28,0,26,11,21,1,1,1,1,4,0,0,4,4,4,4,0,0,825,3,1
1,1,1,1,14,2,11,0,3,2,2,0,6,3,6,34,107,20,81,26,71,6,63,24,53,3,3,5,1,3,1,0.07,13,13,15,8,0,0,163,3,1
2,2,3,1,8,1,6,0,1,4,3,0,2,0,2,2,18,4,14,5,11,0,11,5,8,3,3,5,1,1,1,0,4,4,6,2,0,0,231,1,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,41,3,0,3,2,1,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,113,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40,3,0,3,2,1,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,128,2,0
1,1,1,1,4,0,4,0,1,5,2,0,5,0,5,15,61,5,51,20,37,5,52,17,37,1,1,1,1,2,0,0.1,14,14,14,14,0,0,283,1,0
1,1,1,1,4,0,4,0,3,0,0,1,2,2,2,25,17,3,11,6,8,3,11,6,8,2,2,2,1,6,1,0.27,3,3,3,2,0,0,44,3,0
1,1,1,1,5,0,5,0,4,0,0,0,1,0,1,17,8,1,7,3,4,0,6,2,4,1,1,1,1,3,0,0,1,1,1,1,0,0,7,4,1
1,1,1,1,41,1,28,12,4,6,6,0,1,0,1,28,46,3,30,11,25,13,12,8,10,1,1,1,1,3,0,0.43,1,1,1,1,0,0,24,4,1
1,1,1,1,26,1,13,12,3,2,2,0,1,0,1,21,31,3,15,6,11,13,7,4,5,1,1,1,1,3,0,0.87,1,1,1,1,0,0,179,3,1
2,2,2,2,16,0,16,0,1,2,0,0,2,0,2,8,35,2,33,14,20,0,11,4,8,3,3,4,3,3,1,0,4,4,5,4,0,0,916,1,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,3,1,2,2,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,413,3,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,2,0,2,1,1,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,18,1,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,3,1,2,2,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,427,3,1
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,3,1,2,2,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,434,3,1
1,1,1,1,5,0,5,0,1,0,0,0,3,1,3,3,20,4,16,8,11,0,14,8,9,1,1,1,1,1,0,0,4,4,4,4,0,0,83,1,0
1,1,1,1,2,0,2,0,1,7,7,0,7,0,7,7,24,6,15,8,7,3,15,8,7,1,1,1,1,1,0,0.2,7,7,7,7,0,0,31,1,0
1,1,1,1,8,1,7,0,3,8,3,0,19,2,21,63,222,48,166,74,131,8,146,70,115,2,2,2,1,2,2,0.05,32,32,32,30,0,0,1752,3,1
